NAME,YEAR,Dist,REG,VOTE,QUOTA,COUNTS,PTOTAL,PSIZE,PARTY,QSHARE,PSHARE,TOPS,LAST,CT1,Ct2,Ct3,Ct4,Ct5,Ct6,Ct7,Ct8,Ct9,Ct10,Ct11,Ct12,Ct13,Ct14,Ct15,Ct16,Ct17,Ct18,Ct19,Ct20,Ct21,Ct22,Ct23,Ct24,Ct25,Ct26,Ct27,Ct28,Ct29,Ct30,Ct31,Ct32,Xt33,Ct34,Ct35,Ct36,Ct37,,,
"Rizzo Naudi, Mario",2017,3,25404,23363,3894,31,6775,28.99884433,12,17.02619414,9.78597786,890,0,663,665,665,665,665,666,669,670,675,675,686,692,692,699,705,725,762,762,784,785,786,807,807,890,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Spiteri, Stephen",2017,3,25404,23363,3894,31,6775,28.99884433,12,32.66563945,18.77490775,2684,2684,1272,1275,1275,1276,1276,1276,1287,1288,1297,1297,1315,1321,1321,1363,1367,1400,1452,1459,1518,1524,1526,1702,1704,1768,2012,2014,2014,2635,2670,2684,2684,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit, Jason",2017,3,25404,23363,3894,31,6775,28.99884433,12,0.950179764,0.546125461,38,0,37,37,37,37,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bonnici, Nazzareno",2017,3,25404,23363,3894,31,36,0.1540898,50,0.898818695,97.22222222,36,0,35,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,2017,3,25404,23363,3894,31,0,0,99,0,0,532,532,0,0,1,1,1,16,18,52,53,55,55,58,59,59,143,152,158,161,168,184,192,211,224,271,316,344,344,424,424,532,532,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cacopardo, Carmel",2017,4,26095,24196,4033,23,171,0.706728385,28,4.240019836,100,199,0,171,174,174,174,175,176,188,194,194,197,199,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Battistino, Henry",2017,4,26095,24196,4033,23,114,0.471152257,36,2.107612199,74.56140351,103,0,85,86,86,86,103,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Falzon, Desmond",2017,4,26095,24196,4033,23,114,0.471152257,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Florian, Stephen",2017,4,26095,24196,4033,23,114,0.471152257,36,0.347136127,12.28070175,15,0,14,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Scicluna, Norman",2017,4,26095,24196,4033,23,114,0.471152257,36,0.371931565,13.15789474,16,0,15,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buontempo, Stefan",2017,4,26095,24196,4033,23,16383,67.70953877,13,6.149268535,1.513764268,723,0,248,327,382,461,462,462,462,464,464,492,492,501,502,504,561,722,723,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri, Byron",2017,4,26095,24196,4033,23,16383,67.70953877,13,15.5467394,3.827137887,4164,4164,627,777,862,893,897,897,898,903,903,923,924,937,938,938,960,1042,1045,1569,1572,2308,2320,2320,4164,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cilia, Joe",2017,4,26095,24196,4033,23,16383,67.70953877,13,6.124473097,1.50766038,483,0,247,317,358,412,412,413,413,416,416,435,435,441,441,442,483,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Ellul, Andy (Andrew)",2017,4,26095,24196,4033,23,16383,67.70953877,13,14.10860402,3.473112373,1201,0,569,727,851,941,941,941,941,941,941,953,953,958,958,958,1014,1110,1110,1200,1201,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Fearne, Chris",2017,4,26095,24196,4033,23,16383,67.70953877,13,134.0193404,32.9915156,5405,4033,5405,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Grech, Etienne",2017,4,26095,24196,4033,23,16383,67.70953877,13,19.58839574,4.82207166,1925,0,790,965,1080,1163,1164,1165,1167,1168,1168,1187,1187,1193,1193,1193,1288,1409,1409,1499,1502,1922,1925,1925,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Grima, Dominic",2017,4,26095,24196,4033,23,16383,67.70953877,13,3.396974957,0.83623268,284,0,137,183,208,239,239,239,239,239,239,281,281,283,284,284,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mizzi, Konrad",2017,4,26095,24196,4033,23,16383,67.70953877,13,123.1837342,30.32411646,4968,4033,4968,4968,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Parnis, Silvio",2017,4,26095,24196,4033,23,16383,67.70953877,13,82.66798909,20.35036318,4448,4033,3334,3978,4448,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sammut, Rita",2017,4,26095,24196,4033,23,16383,67.70953877,13,1.438135383,0.354025514,150,0,58,87,103,148,148,148,148,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Azzopardi, Jason",2017,4,26095,24196,4033,23,7528,31.11258059,12,61.91420779,33.16950053,4450,4033,2497,2498,2500,2501,2502,2520,2534,2541,2571,2571,2629,2645,2703,2816,2816,2817,3006,3007,3481,3486,4450,4033,4033,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bartolo, Ivan",2017,4,26095,24196,4033,23,7528,31.11258059,12,5.975700471,3.201381509,282,0,241,242,242,242,242,243,243,243,257,257,263,267,282,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bonavia, Lawrence",2017,4,26095,24196,4033,23,7528,31.11258059,12,2.876270766,1.540913921,121,0,116,116,116,116,116,116,118,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bonello, Charles",2017,4,26095,24196,4033,23,7528,31.11258059,12,11.40590131,6.110520723,541,0,460,461,461,461,462,466,469,471,480,480,490,492,500,541,541,541,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Comodini Cachia, Therese",2017,4,26095,24196,4033,23,7528,31.11258059,12,19.86114555,10.6402763,1092,0,801,803,804,804,805,813,827,827,847,848,889,902,933,977,977,977,1091,1092,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Catherine",2017,4,26095,24196,4033,23,7528,31.11258059,12,1.834862385,0.982996812,76,0,74,74,74,74,75,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Caroline",2017,4,26095,24196,4033,23,7528,31.11258059,12,4.339201587,2.324654623,191,0,175,175,175,175,175,176,181,182,190,191,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Micallef Piccione, Aaron",2017,4,26095,24196,4033,23,7528,31.11258059,12,1.710885197,0.916578108,69,0,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud Bonnici, Carm.",2017,4,26095,24196,4033,23,7528,31.11258059,12,37.04438383,19.84590861,3437,3437,1494,1498,1499,1500,1500,1520,1523,1525,1545,1546,1582,1596,1650,1683,1686,1686,1836,1837,2180,2180,3011,3428,3437,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sammut, Mark Anthony",2017,4,26095,24196,4033,23,7528,31.11258059,12,34.1929085,18.31827843,1895,0,1379,1383,1383,1383,1383,1392,1403,1404,1417,1418,1431,1449,1534,1571,1572,1573,1650,1651,1894,1895,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sciberras, Liam",2017,4,26095,24196,4033,23,7528,31.11258059,12,5.504587156,2.948990436,262,0,222,224,224,224,224,227,229,229,235,235,253,262,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,2017,4,26095,24196,4033,23,0,0,99,0,0,463,463,0,0,0,0,3,4,11,80,80,83,89,171,179,190,199,220,227,242,267,306,391,391,463,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Aloisio, Pascal",2017,5,25295,23215,3870,26,156,0.671979324,28,4.031007752,100,171,0,156,162,162,166,166,166,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, Simon",2017,5,25295,23215,3870,26,80,0.344604781,36,1.602067183,77.5,86,0,62,69,86,86,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Ferriggi, Johann",2017,5,25295,23215,3870,26,80,0.344604781,36,0.465116279,22.5,19,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bedingfield, Glenn",2017,5,25295,23215,3870,26,15259,65.72905449,13,6.304909561,1.599056295,1519,0,244,920,921,921,921,930,937,942,944,969,1004,1084,1085,1085,1162,1164,1260,1358,1360,1516,1519,1519,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bonnici, Owen",2017,5,25295,23215,3870,26,15259,65.72905449,13,7.183462532,1.821875614,4396,3870,278,2368,2368,2368,2369,2381,2386,2413,2421,2443,2509,2595,2595,2595,2702,2704,2920,3028,3032,3240,3252,3253,4396,3870,3870,3870,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Busuttil, Luciano",2017,5,25295,23215,3870,26,15259,65.72905449,13,1.73126615,0.43908513,267,0,67,256,256,256,256,258,258,262,263,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cachia, Roderick",2017,5,25295,23215,3870,26,15259,65.72905449,13,3.100775194,0.786421129,709,0,120,536,536,536,536,539,539,547,552,566,584,643,644,644,709,709,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Calleja, Mario",2017,5,25295,23215,3870,26,15259,65.72905449,13,3.927648579,0.996133429,595,0,152,530,530,530,530,536,539,544,545,549,561,595,595,595,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cutajar, Joseph",2017,5,25295,23215,3870,26,15259,65.72905449,13,3.023255814,0.7667606,405,0,117,379,379,379,379,382,382,385,385,396,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Joseph",2017,5,25295,23215,3870,26,15259,65.72905449,13,5.503875969,1.395897503,884,0,213,631,631,631,631,636,638,649,652,658,669,693,694,695,748,749,803,882,884,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia Portelli, Julia",2017,5,25295,23215,3870,26,15259,65.72905449,13,10.18087855,2.582082705,3903,3870,394,2394,2394,2394,2395,2405,2408,2447,2465,2482,2532,2568,2570,2570,2686,2689,2827,2990,2995,3288,3292,3292,3471,3903,3870,3870,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Micallef, Edric",2017,5,25295,23215,3870,26,15259,65.72905449,13,1.266149871,0.321121961,139,0,49,138,138,138,138,138,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Muscat, Joseph",2017,5,25295,23215,3870,26,15259,65.72905449,13,332.9715762,84.44852218,12886,3870,12886,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Muscat, Sebastian (Bastjan)",2017,5,25295,23215,3870,26,15259,65.72905449,13,1.369509044,0.347335998,220,0,53,202,202,202,202,207,208,219,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sammut, Rita",2017,5,25295,23215,3870,26,15259,65.72905449,13,0.516795866,0.131070188,80,0,20,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Stivala, Carlo",2017,5,25295,23215,3870,26,15259,65.72905449,13,5.348837209,1.356576447,797,0,207,543,543,543,543,552,554,562,566,652,661,702,702,703,738,738,797,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zrinzo Azzopardi, Stefan",2017,5,25295,23215,3870,26,15259,65.72905449,13,11.86046512,3.008060817,3509,3509,459,2342,2342,2342,2342,2354,2358,2374,2378,2401,2452,2486,2492,2492,2605,2609,2717,3024,3029,3205,3214,3215,3379,3472,3505,3509,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bezzina, Anthony (Toni)",2017,5,25295,23215,3870,26,7720,33.2543614,12,73.56589147,36.87823834,4016,3870,2847,2871,2871,2880,2898,2899,2901,2901,2908,2909,2910,2911,2975,3130,3133,3269,3273,3279,3530,3542,4016,3870,3870,3870,3870,3870,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cauchi, Shirley",2017,5,25295,23215,3870,26,7720,33.2543614,12,1.369509044,0.686528497,53,0,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Noel",2017,5,25295,23215,3870,26,7720,33.2543614,12,1.912144703,0.958549223,78,0,74,74,74,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Marlene",2017,5,25295,23215,3870,26,7720,33.2543614,12,21.21447028,10.63471503,1253,0,821,827,827,845,858,858,860,860,876,877,878,879,954,1032,1034,1120,1122,1127,1249,1253,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Refalo, Nick",2017,5,25295,23215,3870,26,7720,33.2543614,12,10.59431525,5.310880829,428,0,410,414,414,415,423,424,425,425,428,428,428,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Rizzo Naudi, Mario",2017,5,25295,23215,3870,26,7720,33.2543614,12,12.3255814,6.178756477,612,0,477,485,485,487,489,489,492,493,497,497,497,497,581,610,612,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Schiavone, Hermann",2017,5,25295,23215,3870,26,7720,33.2543614,12,29.53488372,14.80569948,3695,3695,1143,1151,1151,1152,1158,1158,1158,1158,1161,1161,1161,1163,1195,1259,1265,1421,1426,1427,1644,1645,1925,2026,2027,2028,2028,3695,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vella, Mary Grace",2017,5,25295,23215,3870,26,7720,33.2543614,12,12.42894057,6.230569948,553,0,481,482,482,490,504,504,506,506,510,510,510,510,553,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vella, Norman",2017,5,25295,23215,3870,26,7720,33.2543614,12,20.36175711,10.20725389,1762,0,788,789,789,792,802,802,802,802,803,803,803,803,868,1011,1011,1117,1117,1120,1347,1348,1717,1760,1762,1762,1762,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit, Stanley",2017,5,25295,23215,3870,26,7720,33.2543614,12,16.17571059,8.10880829,855,0,626,630,630,630,630,630,630,630,632,632,633,633,674,747,748,852,855,855,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,2017,5,25295,23215,3870,26,0,0,99,0,0,531,531,0,0,1,4,9,11,54,55,139,145,148,155,168,177,192,204,228,255,275,308,410,410,440,440,440,531,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Xuereb, Saviour",2017,6,24884,23076,3847,17,16,0.069336107,37,0.4159085,100,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Simon",2017,6,24884,23076,3847,17,94,0.407349627,28,2.443462438,100,109,0,94,94,99,101,102,109,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg Duca, Graziella",2017,6,24884,23076,3847,17,85,0.368348067,36,2.209513907,100,88,0,85,85,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Abela, Robert",2017,6,24884,23076,3847,17,13717,59.44271104,13,88.45853912,24.80863162,4222,3847,3403,3436,3438,3438,3438,3444,3455,3456,3501,3505,3508,3512,3512,4222,3847,3847,3847,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, Ian",2017,6,24884,23076,3847,17,13717,59.44271104,13,39.71926176,11.13946198,1608,0,1528,1549,1550,1550,1550,1555,1561,1561,1596,1599,1606,1608,1608,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cutajar, Rosianne",2017,6,24884,23076,3847,17,13717,59.44271104,13,50.27293995,14.09929285,2745,2745,1934,1954,1956,1957,1957,1966,1976,1976,1996,2005,2005,2009,2011,2486,2728,2742,2745,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galdes, Roderick",2017,6,24884,23076,3847,17,13717,59.44271104,13,71.66623343,20.09914704,3375,3375,2757,2780,2781,2781,2781,2787,2789,2790,2836,2842,2845,2847,2849,3224,3354,3365,3375,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Gulia, Gavin",2017,6,24884,23076,3847,17,13717,59.44271104,13,3.769170782,1.057082452,152,0,145,151,151,151,151,152,152,152,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Schembri, Silvio",2017,6,24884,23076,3847,17,13717,59.44271104,13,102.677411,28.79638405,3950,3847,3950,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,3847,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Abela, Amanda",2017,6,24884,23076,3847,17,9164,39.71225516,12,6.160644658,2.586206897,267,0,237,237,239,249,256,257,260,267,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Agius, Monique",2017,6,24884,23076,3847,17,9164,39.71225516,12,0.961788407,0.403753819,37,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Aquilina, Karol",2017,6,24884,23076,3847,17,9164,39.71225516,12,19.93761372,8.369707551,1215,0,767,767,772,774,776,778,783,798,1014,1098,1215,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Callus, Ryan",2017,6,24884,23076,3847,17,9164,39.71225516,12,78.68468937,33.03142732,4570,3847,3027,3027,3039,3053,3070,3073,3082,3110,3129,3280,3628,4570,3847,3847,3847,3847,3847,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri Schembri, Elaine",2017,6,24884,23076,3847,17,9164,39.71225516,12,1.429685469,0.600174596,57,0,55,55,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassar, Kevin",2017,6,24884,23076,3847,17,9164,39.71225516,12,3.30127372,1.385857704,139,0,127,127,128,132,138,138,139,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Godfrey",2017,6,24884,23076,3847,17,9164,39.71225516,12,12.84117494,5.390659101,557,0,494,494,497,505,515,519,524,550,557,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Micallef, Peter",2017,6,24884,23076,3847,17,9164,39.71225516,12,28.0218352,11.76342209,1834,0,1078,1078,1079,1080,1095,1096,1097,1113,1119,1190,1293,1383,1819,1833,1834,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Muscat, George",2017,6,24884,23076,3847,17,9164,39.71225516,12,2.105536782,0.883893496,84,0,81,81,82,84,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Psaila Zammit, Alessia",2017,6,24884,23076,3847,17,9164,39.71225516,12,18.32596829,7.693147097,804,0,705,705,707,714,722,723,723,740,748,804,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Puli, Clyde",2017,6,24884,23076,3847,17,9164,39.71225516,12,66.4413829,27.89175033,5115,3847,2556,2556,2556,2562,2577,2577,2579,2603,2609,2735,2950,3104,3387,3397,3399,5115,3847,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,2017,6,24884,23076,3847,17,0,0,99,0,0,1568,1568,0,0,10,10,13,55,109,113,124,171,179,196,196,220,220,313,1568,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Giardina, Joseph",2017,7,27106,24879,4147,25,29,0.116564171,37,0.699300699,100,32,0,29,30,30,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassar, Ralph",2017,7,27106,24879,4147,25,218,0.876241006,28,5.256812153,100,243,0,218,221,221,222,222,224,226,226,237,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
